bathroom	-X-	_	B-PRODUCT
vanity	-X-	_	I-PRODUCT
not	-X-	_	O
55"	-X-	_	B-N-SIZE
			
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
30	-X-	_	B-SIZE
inch	-X-	_	I-SIZE
bathroom	-X-	_	B-PRODUCT
shelf	-X-	_	I-PRODUCT
not	-X-	_	O
wall	-X-	_	B-N-ATTRIBUTE
mounted	-X-	_	I-N-ATTRIBUTE
			
Wall	-X-	_	B-ATTRIBUTE
mount	-X-	_	I-ATTRIBUTE
rectangular	-X-	_	B-SHAPE
sink	-X-	_	B-PRODUCT
without	-X-	_	O
a	-X-	_	O
faucet	-X-	_	B-N-ATTRIBUTE
hole	-X-	_	I-N-ATTRIBUTE
			
Grey	-X-	_	B-COLOUR
toilet	-X-	_	B-PRODUCT
not	-X-	_	O
toilet	-X-	_	B-N-PRODUCT
brush	-X-	_	I-N-PRODUCT
			
Good	-X-	_	O
morning.	-X-	_	O
We	-X-	_	O
are	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
chrome	-X-	_	B-MATERIAL
shower	-X-	_	B-PRODUCT
head	-X-	_	I-PRODUCT
with	-X-	_	O
high	-X-	_	B-ATTRIBUTE
pressure	-X-	_	I-ATTRIBUTE
-	-X-	_	O
simple	-X-	_	O
no	-X-	_	O
bells	-X-	_	O
and	-X-	_	O
whistles	-X-	_	O
just	-X-	_	O
good	-X-	_	B-ATTRIBUTE
pressure	-X-	_	I-ATTRIBUTE
			
can	-X-	_	O
you	-X-	_	O
help	-X-	_	O
me	-X-	_	O
find	-X-	_	O
a	-X-	_	O
pharmacy	-X-	_	B-PRODUCT
without	-X-	_	O
a	-X-	_	O
mirror	-X-	_	B-N-ATTRIBUTE
18-20"	-X-	_	B-SIZE
wide?	-X-	_	I-SIZE
			
Looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
double	-X-	_	B-PRODUCT
sink	-X-	_	I-PRODUCT
in	-X-	_	O
black	-X-	_	B-COLOUR
that	-X-	_	O
is	-X-	_	O
no	-X-	_	O
more	-X-	_	O
than	-X-	_	O
23"	-X-	_	B-SIZE
wide.	-X-	_	I-SIZE
Does	-X-	_	O
this	-X-	_	O
exist?	-X-	_	O
			
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
toilet	-X-	_	B-PRODUCT
seat	-X-	_	I-PRODUCT
without	-X-	_	O
undermounted	-X-	_	B-N-ATTRIBUTE
hinges	-X-	_	I-N-ATTRIBUTE
for	-X-	_	O
a	-X-	_	O
one	-X-	_	B-ATTRIBUTE
piece	-X-	_	I-ATTRIBUTE
toilet	-X-	_	I-ATTRIBUTE
			
Do	-X-	_	O
you	-X-	_	O
have	-X-	_	O
mirror	-X-	_	B-PRODUCT
medicine	-X-	_	I-PRODUCT
cabinet	-X-	_	I-PRODUCT
without	-X-	_	O
led	-X-	_	B-N-ATTRIBUTE
			
Do	-X-	_	O
you	-X-	_	O
have	-X-	_	O
shower	-X-	_	B-PRODUCT
panels	-X-	_	I-PRODUCT
that	-X-	_	O
aren't	-X-	_	O
see	-X-	_	B-N-ATTRIBUTE
through?	-X-	_	I-N-ATTRIBUTE
Like	-X-	_	O
frosted	-X-	_	B-MATERIAL
glass	-X-	_	I-MATERIAL
			
I	-X-	_	O
don't	-X-	_	O
need	-X-	_	O
a	-X-	_	O
vanity	-X-	_	B-N-PRODUCT
just	-X-	_	O
the	-X-	_	O
quartz	-X-	_	B-MATERIAL
top	-X-	_	B-PRODUCT
with	-X-	_	O
built	-X-	_	B-ATTRIBUTE
in	-X-	_	I-ATTRIBUTE
sink	-X-	_	I-ATTRIBUTE
			
Hi,	-X-	_	O
I	-X-	_	O
was	-X-	_	O
looking	-X-	_	O
a	-X-	_	O
free	-X-	_	B-ATTRIBUTE
standing	-X-	_	I-ATTRIBUTE
tub	-X-	_	B-PRODUCT
yesterday	-X-	_	O
for	-X-	_	O
$650	-X-	_	B-PRICE
,	-X-	_	O
it	-X-	_	O
was	-X-	_	O
on	-X-	_	O
for	-X-	_	O
50%	-X-	_	O
off.	-X-	_	O
I	-X-	_	O
don't	-X-	_	O
see	-X-	_	O
it	-X-	_	O
now,	-X-	_	O
is	-X-	_	O
it	-X-	_	O
still	-X-	_	O
on	-X-	_	O
sale	-X-	_	O
?	-X-	_	O
			
Looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
large	-X-	_	B-SIZE
free	-X-	_	B-ATTRIBUTE
standing	-X-	_	I-ATTRIBUTE
tub...	-X-	_	B-PRODUCT
not	-X-	_	O
acrylic	-X-	_	B-N-MATERIAL
or	-X-	_	O
fiberglass	-X-	_	B-N-MATERIAL
			
i	-X-	_	O
don't	-X-	_	O
want	-X-	_	O
a	-X-	_	O
complete	-X-	_	O
vanity	-X-	_	B-N-PRODUCT
just	-X-	_	O
the	-X-	_	O
top	-X-	_	B-PRODUCT
			
Hi	-X-	_	O
..	-X-	_	O
never	-X-	_	O
been	-X-	_	O
to	-X-	_	O
your	-X-	_	O
store	-X-	_	O
,looking	-X-	_	O
for	-X-	_	O
vinyl	-X-	_	B-MATERIAL
wardrobes	-X-	_	B-PRODUCT
do	-X-	_	O
not	-X-	_	O
know	-X-	_	O
if	-X-	_	O
you	-X-	_	O
carry	-X-	_	O
those	-X-	_	O
..	-X-	_	O
thanks	-X-	_	O
			
Thank	-X-	_	O
you	-X-	_	O
very	-X-	_	O
much	-X-	_	O
I'm	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
shower	-X-	_	B-PRODUCT
stall	-X-	_	I-PRODUCT
kit	-X-	_	I-PRODUCT
that	-X-	_	O
is	-X-	_	O
not	-X-	_	O
priced	-X-	_	B-N-PRICE
to	-X-	_	I-N-PRICE
high	-X-	_	I-N-PRICE
it's	-X-	_	O
for	-X-	_	O
a	-X-	_	O
basement	-X-	_	O
			
t-shirt	-X-	_	B-PRODUCT
without	-X-	_	O
logo	-X-	_	B-N-ATTRIBUTE
			
Shower	-X-	_	B-PRODUCT
door	-X-	_	I-PRODUCT
no	-X-	_	O
side	-X-	_	B-N-ATTRIBUTE
panels	-X-	_	I-N-ATTRIBUTE
			
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
heated	-X-	_	B-ATTRIBUTE
air	-X-	_	I-ATTRIBUTE
and	-X-	_	O
water	-X-	_	B-ATTRIBUTE
jetted	-X-	_	I-ATTRIBUTE
tub.	-X-	_	B-PRODUCT
			
bathub	-X-	_	B-PRODUCT
with	-X-	_	O
jets	-X-	_	B-ATTRIBUTE
			
Hello,	-X-	_	O
what	-X-	_	O
is	-X-	_	O
the	-X-	_	O
biggest	-X-	_	B-SIZE
blade	-X-	_	B-ATTRIBUTE
on	-X-	_	O
a	-X-	_	O
shower	-X-	_	B-PRODUCT
squeegee	-X-	_	I-PRODUCT
that	-X-	_	O
you	-X-	_	O
carry??	-X-	_	O
			
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
bathtub	-X-	_	B-PRODUCT
left	-X-	_	B-ATTRIBUTE
hand	-X-	_	I-ATTRIBUTE
drain	-X-	_	I-ATTRIBUTE
but	-X-	_	O
square	-X-	_	B-SHAPE
not	-X-	_	O
oval	-X-	_	B-N-SHAPE
			
Do	-X-	_	O
you	-X-	_	O
sell	-X-	_	O
a	-X-	_	O
tub	-X-	_	B-PRODUCT
shower	-X-	_	I-PRODUCT
faucet	-X-	_	I-PRODUCT
set	-X-	_	I-PRODUCT
that	-X-	_	O
does	-X-	_	O
not	-X-	_	O
have	-X-	_	O
the	-X-	_	O
anti	-X-	_	B-N-ATTRIBUTE
scald	-X-	_	I-N-ATTRIBUTE
feature?	-X-	_	I-N-ATTRIBUTE
			
What	-X-	_	O
rectangular	-X-	_	B-SHAPE
shower	-X-	_	B-PRODUCT
units	-X-	_	I-PRODUCT
are	-X-	_	O
available?	-X-	_	O
			
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
35	-X-	_	B-SIZE
inch	-X-	_	I-SIZE
bathroom	-X-	_	B-PRODUCT
sink	-X-	_	I-PRODUCT
countertop	-X-	_	I-PRODUCT
with	-X-	_	O
sink	-X-	_	B-ATTRIBUTE
			
I'm	-X-	_	O
looking	-X-	_	O
f	-X-	_	O
or	-X-	_	O
a	-X-	_	O
Black	-X-	_	B-COLOUR
Matte	-X-	_	B-TEXTURE
bathtub	-X-	_	B-PRODUCT
double	-X-	_	I-PRODUCT
sliding	-X-	_	I-PRODUCT
door	-X-	_	I-PRODUCT
			
Need	-X-	_	O
a	-X-	_	O
27	-X-	_	B-SIZE
inch	-X-	_	I-SIZE
frameless	-X-	_	B-N-ATTRIBUTE
shower	-X-	_	B-PRODUCT
door	-X-	_	I-PRODUCT
			
Looking	-X-	_	O
for	-X-	_	O
30	-X-	_	B-SIZE
inch	-X-	_	I-SIZE
white	-X-	_	B-COLOUR
desk	-X-	_	B-PRODUCT
set	-X-	_	I-PRODUCT
